分类 (Category),中文描述 (Description),提示词 (Prompt)
魔导师分享,花海,"{best quality}, {{masterpiece}}, {highres},extremely detailed 8K wallpaper, 1girl,game cg,maiden, cinematic angle,delicate skin, blush,aquagradient eyes, {detailed eyes},{gradient  blonde hair},{gradient blue eyes}, Cherry blossoms,flying petals,mountain,flowers meadows, detailed background, outdoors, {delicate wedding dress}, neck ribbon, bridal gauntlets, bridal veil, hair ornament, hair flower, bouquet，wedding band，,"
魔导师分享,结晶术士少女(tag发不全,"{{{{Crystalline purple gemstone gloves}}}},((beautiful detailed Glass hair)),((Glass shaped texture hand)),((Crystallize texture body)),Gem body,Hands as clear as jewels,Crystallization of clothes,((crystals texture skin)),sparkle, lens flare, light leaks, Broken glass，{{{{Detailed Glass shaped clothes}}}}, beautiful detailed gemstone sky, gemstone sea, beautiful detailed eyes, overexposure,  side blunt bangs, hairs between eyes, ribbons, bowties, buttons, bare shoulders, "
魔导师分享,猫娘，写实，Q版,"lolita_fashion, hands_on_hips,  chibi, kemonomimi_mode, realistic"
魔导师分享,纳西妲,"{best quality}, {{masterpiece}}, {highres},original,extremely detailed 8K wallpaper,1girl,{an extremely delicate and beautiful},nahida,(loli),((platinum white short_hair)),((short side ponytail)),(elf),(Large area of green Pick dyeing),(crystal green_hair),arms behind back,genshin"
魔导师分享,粉毛鲨鱼牙妹子（半夏）,"{best quality}, {masterpiece}, {highres}, original, extremely detailed 8K wallpaper,1girl,{mary_janes},blue aquagradient eyes.pink short hair,collar,{sharp teeth}..forest.{ruins}.blue hoodie,incredibly_absurdres,ray tracing,highres,"
魔导师分享,雷姆,"{Rem(Re0)},{masterpiece}, best quality, kawaii, maid, blue hair, light smile, apron"
魔导师分享,测试,"masterpiece, best quality, highly detailed, rococo,1girl, anime, beautiful detailed eyes, looking at viewer, standing, brown eyes, black hair, braid,white and green highly decorate rococo dress,,"
魔导师分享,国风美少女cg（建议使用DPM2）,"(masterpiece), (best quality), (super delicate), (illustration), (extremely delicate and beautiful), (dynamic angle), white and black highlights, (Chinese dragon background), China, 1 girl, Hanfu, (complex details) (beautiful and delicate eyes), golden eyes, green pupils, delicate face, upper body, messy floating hair, messy hair, focus, perfect hands, (fantasy wind)"
魔导师分享,Uniform girl,"battlefieldldn hair, loli, uniform, long hair, glasses, hair ribbon, black stocking, battlef, "
魔导师分享,胡桃本桃,"genshin impact, {{{hu tao (genshin impact)}}}, {{{masterpiece}}},{{{best quality}}}, {{ultra-detailed}}, {{extremely detailed CG}}, {{8k_wallpaper}}, {{an extremely delicate and beautiful}}, dynamic angle, floating, {beautiful detailed eyes}, an extremely delicate and beautiful girl, 1girl, twintails,  {black hair}, red eyes eyes, blush, full body, shorts, black jacket, leather shoes, white short socks, flower-shaped pupils,"
魔导师分享,獸耳白髮少年,"((1 male)),(((masterpiece))), best quality, highly detailed,extremely detailed CG unity 8k wallpaper,illustration,animal_ears,1man,white_hair,red_eyes,cinematiclighting,portrait,standing,short hair,"
魔导师分享,狼耳，粉毛少女,"{best quality}, {{masterpiece}}, {highres}, original, extremely detailed 8K wallpaper, {1girl}, {an extremely delicate and beautiful},wolf ear fluff,messy_hair,pink hair,wide-eyed,{wariza},ray tracing,arms behind back,{white_windbreaker},indoors,nervous,hair bow,thigh strap,hairband"
魔导师分享,中式死库水,"Chinese style,One-piece swimsuit，Clothes with gold patterns"
魔导师分享,a,"{best quality}, {{masterpiece}}, {highres},original,extremely detailed 8K wallpaper,1girl,{an extremely delicate and beautiful},nahida,(loli),((platinum white short_hair)),((short side ponytail)),(elf),(Large area of green Pick dyeing),(crystal green_hair),arms behind back,genshin,"
魔导师分享,欧文,"{best quality}, {{masterpiece}}, {highres}, original, extremely detailed 8K wallpaper, {1girl}, {an extremely delicate and beautiful},wolf ear fluff,messy_hair,pink hair,wide-eyed,{wariza},ray tracing,arms behind back,{white_windbreaker},indoors,nervous,hair bow,thigh strap,hairband,"
魔导师分享,烟花下的白毛女仆,"masterpiece,best quality,official art,extremely detailed CG unity 8k wallpaper, night, cityscape, fireworks, huge_filesize, wallpaper, girl, solo, kawaii, bishoujo, mature, female, maid, long hair, white hair, light smile, blush, wide eyed, light blush, cute face, beautiful detailed eyes, aqua eyes, looking at viewer, arms behind back"
魔导师分享,类空银子,"masterpiece,best quality,official art,extremely detailed CG unity 8k wallpaper, girl, loli, medium hair, blue hair, white hair, silver hair, light blue hair, gradient hair, aqua hair, messy_hair, embarrassed , beautiful detailed eyes, eye_contact, school uniform, seifuku, hairband, "
魔导师分享,群友朴的本体,"Loli, light red hair,light red cat ears, bow,off the shoulder,green pupil,Hanfu,Chinese garden,read book"
魔导师分享,1,"genshin impact, {{{hu tao (genshin impact)}}}, {{{masterpiece}}},{{{best quality}}}, {{ultra-detailed}}, {{extremely detailed CG}}, {{8k_wallpaper}}, {{an extremely delicate and beautiful}}, dynamic angle, floating, {beautiful detailed eyes}, an extremely delicate and beautiful girl, 1girl, twintails,  {black hair}, red eyes eyes, blush, full body, shorts, black jacket, leather shoes, white short socks, flower-shaped pupils"
魔导师分享,正太图,"shota,little boy,{best quality}, {{masterpiece}}, {higher}, ,handsome,golden hair,
blue eyes,realistic,escited,full body shot,pornographywhite skin,
white pantyhose,pornography"
魔导师分享,女王,"upper body, In court dress,Bust,masterpiece, best quality, illustration,, sunlight, beautiful, detailed eyes,1 quee,highly detailed, solo, full,amazing, beautiful, finely detail, Depth of field, extremely detailed, CG unity 8k wallpaper, dynamic composition, motion, ultra - detailed, incredibly detailed, a lot of details, amazing fine details and brush strokes, smooth, hd semirealistic anime cg concept art digital painting,"
魔导师分享,穿风衣军装的史尔特尔,"(Arknight Surtr:1.3),{lift Levantin sword},looking at viewer,solo,red trench_coat,black military_uniform,{Armor gloves},layered skirt,black_thighhighs,{red low-tied long hair},{violet gridient Vertical pupils eyes},{dusk},ruins,rain,war,battlefield,god rays,ray tracing,detailed background,slim legs,Slim waist,{best quality}, {{masterpiece}}, {highres}, original, extremely detailed 8K wallpaper, anime screencap,1girl, full body,{an extremely delicate and beautiful},Perfect young girl body,bishoujo,"
魔导师分享,国风水墨唯美系少女,"(an extremely delicate and beautiful),(((masterpiece))),((best quality)),1girl,((an extremely delicate and beautiful girl)),female focus on,((gorgeous hair_ornament)),{{beijing opera}},((Ink wash painting)),((ink splashing)),((chinese painting)),(((illustration))),((color splashing)),beautiful detail"
魔导师分享,男孩,"{best quality}, {{masterpiece}}, {highres}, original, extremely detailed 8K wallpaper, {1girl}, {an extremely delicate and beautiful},wolf ear fluff,messy_hair,pink hair,wide-eyed,{wariza},ray tracing,arms behind back,{white_windbreaker},indoors,nervous,hair bow,thigh strap,hairband,"
魔导师分享,矗立于星空之下的吸血鬼精灵萝莉,"((best quality)), highly detailed, finely detail, (extremely detailed CG unity 8k wallpaper), masterpiece, illustration, breeze, detailed lighting, masterpiece, illustration, {beautiful detailed sky},beautiful detailed eyes, expressionless, vampire, solo, necklace, {{black beret}}, {black cape}, (red inner cape), silver hair, medium hair, expressionless, {glinting stars}, ((hair between eyes)), disheveled hair, {{red eyes}}, {pointy ears}, {Depth of field}, (starry tornado:1.4), {starry Nebula}"
魔导师分享,银发吸血鬼,"sliver hair, scarlet eyes, moon, sky, pointy ears, dringking a glass of blood, two small bat wings on head, white high heeled shoes, black bat-shaped garter, black stocking, black gothic dress, white corset, white neck ribbon, sliver crown with shinny scarlet jewl,ribbon-trimmed sleeves and gloves"
魔导师分享,水中少女,"(((masterpiece))),(best quality),(solo),highres, extremely detail CG,wallpaper,extremely detailed figure,Amazing,1girl, (((underwater))),very long hair, detailed face,((beautiful detail light reflective water)),beautiul detail blue eyes and hair,wavy hair,(wite pleated dress)((wet clothes)), (blue ribbons wrapped  the girl ),facing away,((ultra-detailed)),shiny water,((wide shot))"
魔导师分享,繁星,"starry sky,clusters of stars,gothic architecture,ruins,ocean,mountain,torii,marker (medium),art of light novel,"
魔导师分享,Noire,"red eyes, bare shoulders, hair between eyes, noire (neptune series),hair ribbon,blue ribbon, twintails, long hair, black hair"
魔导师分享,暗黑风染血哥特萝莉,"lolita,silver hair, purple hair tips,Left eye red Right eye white,In abandoned buildings,A morbid expression, torn clothes ,  torn legwear,Bloodstaining,thighhighs, heart-shaped pupils，Gothic Laurie Skirt,naughty face，looking at viewer,"
魔导师分享,一股子粥味,"Masterpiece,best quality, beautifully painted,highly detailed, horns,  {oripathy lesion {arknights}},{cosmic eyes},{beautiful detailed sky}, d:,{light particles}, {handled hair}, detailed eyes,bloom, profile,{{reflective eyes}} ,beautiful,{{highly detailed skin}}, {{close up shot}},bloom, {{light smile}}, {{{{yellow hair}}}},
"
魔导师分享,金髮西裝男,"yellow_messy_short_hair,business suit,yello_hair,Black eyes,expressionless,((masterpiece)),((best quality)),((detailed face)),extremely detailed,beautiful detailed eyes,2 boys, young boy,male high school student,finely detail,Depth of field,extremely detailed CG unity 8k wallpaper,
"
魔导师分享,光之神海德林（伪，配合高质量标签超美）,"floating,Hydaelyn(ffxiv),gorgeous details,huge silvery angel wings,sharp wings,blue crystal chip aura,mother,white bodysuit,prominent blue lace pattern,pure white skin,white cape,white crystal sword,blue eyes, solo,sharp crystal feet, medium boob,medium long curly hair,head wings,huge blue glow crystal In the background,divinity,elegant,kindly,sacred,orderly,In the starry sea floor"
魔导师分享,露米娅素体（需要自行完善）,"rumia, ((perfect body)), 1girl, red ribbon, red necktie, blonde hair, black skirt, red eyes, short hair, solo"
魔导师分享,仰望星空的少女,"2459072752-{best quality}, {{masterpiece}}, {highres}, original, extremely detailed 8K wallpaper, 1girl, {an extremely delicate and beautif}"
魔导师分享,绘圈风头像,"【P】(best quality), particals, floating sparkles, beautiful detailed face but only eye blurred , 
finely detailed background, extremely detailed, masterpiece, ilustration, CG unity 8k wallpaper,
 cinematic lighting but over exposed
【N】black-white, bad anatomy, liquid body, disfigured, mutated, anatomical nonsense, blurry, 
JPEG artifacts, 3D character,bad proportions, bad shadow, blurred, 1970s style, 1980s style, error, 
text, ui, error, cropped, watermark, username, signature
【采】DDIM
【步】29
【C】4.5"
魔导师分享,赛博朋克大姐姐,"{masterpiece},{{best quality}},official art,{extremely detailed CG unity 8k wallpaper}, in hawaii, comic, girl, {solo}, {{mature female}}, {mature}, {milf},{{detailed background}},cyberpunk city,detailed manga illustration, {{{mecha girl}}},medium hair, orange hair,parted bangs, looking at viewer,{dynamic pose},expressionless,{beautiful detailed eyes},tsurime, red eyes, combat suit,{taut clothes},{leggings},combat boots,laxet glove,flat_chest,{ray tracing},ponytail,"
魔导师分享,默认女仆（粉毛）,"{masterpiece}, best quality, kawaii, maid, pink hair, light smile, apron"
魔导师分享,海边 婚纱 少女,"((faux traditional media)),(best quality), ((masterpiece)), (highres), original, extremely detailed 8K wallpaper, dynamic angle,1girl,wedding_dress,smile,sky background,clouds, seagulls,(an extremely delicate and beautiful),girl with blue hair sitting by the sea and (playing the piano),beach,cinematic lighting, volume lighting, bloom effect, light particles,floating hair,bloom,(intricate detail), (highly detailed skin), (close up shot)"
魔导师分享,站在水面的校服少女,"{masterpiece},{best quality},{1girl,{{loli},black hair,blue eyes,very long hair,hair flower,school uniform,happy}},Amazing,beautiful detailed eyes,finely detail,Depth of field,extremely detailed CG,original,outdoors,beautiful detailed hand,beautiful detailed fingers,wet through,{body under water},standing,{beautiful detailed water,beautiful detailed sky,fluttered detailed splashs},by Paul Hedley"
魔导师分享,蹲着漏出腋下大开腿的兔女郎,"{best quality}, {{masterpiece}}, {highres}, original, {extremely detailed 8K wallpaper}, 1girl, {an extremely delicate and beautiful},{cinematic angle},pov,full body,incredibly_absurdres,detailed background,{masterpiece},highres,art of light {novel},bishoujo,long hair,asymmetrical bangs,pink hair,sideways glance,slim legs,expressionless,{{beautiful detailed eyes}},{blue_eyes},neck ribbon,headphone,{flat_chest},{ray tracing},{detail fingers},strapless leotard,{black pantyhose},high heels,rabbit tail,Black thigh strap,{Exhibitionism},spread legs,{{squatting}},{armpits},{arms up},{arms behind head},{{indoors}},{neon lights},"
